Quartier,Surface,Chambres,AnneeConstruction,DistanceCentreVille,QualiteQuartier,Adresse,Prix
Taqaddom,238.43,4,2000,1836.01,9,"90 Rue E, Fes",191630.0
Alatlas,112.46,2,1999,4691.73,6,"45 Rue B, Fes",323223.0
RiadSalam,201.88,3,2012,2528.58,8,"85 Rue E, Fes",225192.0
Sisalem,299.34,4,2008,3514.04,1,"78 Rue A, Rabat",284051.0
RiadSalam,262.79,3,2007,1709.97,6,"58 Rue B, Fes",191305.0
Elkasba,223.04,3,2016,2346.34,2,"98 Rue E, Agadir",212769.0
Taqaddom,161.25,4,1995,3694.1,3,"23 Rue A, Tanger",283132.0
Elhouda,224.78,3,1999,2807.36,6,"18 Rue E, Tanger",242552.0
Elkasba,205.41,3,1991,4688.19,2,"7 Rue D, Marrakech",335570.0
Taqaddom,185.22,3,2013,3817.06,4,"49 Rue B, Tanger",
Alatlas,126.14,4,2017,3039.81,6,"15 Rue C, Fes",247199.0
Haycharaf,277.32,4,2017,4490.01,5,"32 Rue E, Béni Mellal",327784.0
Sisalem,189.96,3,1991,3495.0,6,"38 Rue C, Marrakech",270719.0
RiadSalam,138.92,4,1994,3412.94,6,"38 Rue C, Agadir",267892.0
Sisalem,173.55,4,2000,1608.67,8,"1 Rue F, Fes",178806.0
Elkasba,182.83,3,1999,2276.86,9,"73 Rue D, Agadir",208963.0
Sisalem,265.51,4,1991,3574.87,5,"40 Rue F, Rabat",
Alatlas,246.72,2,2004,4513.06,6,"5 Rue D, Rabat",329590.0
Taqaddom,253.86,4,1996,1919.96,6,"63 Rue A, Tanger",198143.0
RiadSalam,102.21,2,2009,1469.69,6,"1 Rue E, Marrakech",164961.0
Elkasba,183.23,3,2011,3171.63,2,"43 Rue C, Tanger",254763.0
Haycharaf,196.27,4,2020,802.39,4,"14 Rue A, Tanger",140325.0
Alatlas,103.84,3,2012,3715.44,1,"93 Rue B, Marrakech",277055.0
Sisalem,151.96,3,2008,3664.12,1,"46 Rue A, Béni Mellal",279048.0
Haycharaf,252.06,3,1993,2097.35,1,"56 Rue D, Agadir",213381.0
RiadSalam,127.42,3,2013,4517.05,7,"11 Rue E, Rabat",321311.0
Alatlas,207.06,3,2009,2759.82,1,"20 Rue D, Béni Mellal",240321.0
Haycharaf,143.04,4,2017,3405.94,6,"63 Rue A, Agadir",262950.0
Haycharaf,102.42,2,2006,1443.1,2,"99 Rue F, Tanger",157351.0
Almassira1,148.24,4,2008,2378.03,6,"29 Rue D, Marrakech",212680.0
Alatlas,295.17,4,2021,4380.88,6,"48 Rue C, Tanger",325670.0
Elkasba,260.31,4,2019,1458.23,3,"55 Rue B, Rabat",179428.0
Elkasba,291.92,4,2006,2257.58,8,"35 Rue A, Marrakech",219579.0
Almassira1,197.57,2,2018,1931.34,4,"85 Rue D, Agadir",199437.0
Almassira1,121.95,4,1995,1180.0,7,"18 Rue C, Fes",145288.0
Elkasba,209.59,3,2006,1803.73,4,"56 Rue A, Tanger",188937.0
Almassira1,190.88,4,2006,1547.48,1,"91 Rue B, Béni Mellal",176342.0
Almassira1,268.87,4,2003,4656.17,6,"25 Rue C, Béni Mellal",334880.0
Elkasba,119.62,2,2013,3834.85,5,"18 Rue D, Marrakech",
Alatlas,197.65,2,2021,1922.46,9,"96 Rue C, Béni Mellal",198009.0
Haycharaf,130.01,3,2003,3935.03,9,"21 Rue F, Agadir",288014.0
Alatlas,164.94,4,2016,599.63,8,"62 Rue F, Tanger",134193.0
Haycharaf,247.47,4,2008,2869.36,7,"16 Rue D, Marrakech",243437.0
Almassira1,195.2,4,2020,1626.51,2,"71 Rue D, Fes",176134.0
Almassira1,175.18,3,1998,1014.45,8,"92 Rue B, Tanger",145671.0
Elhouda,178.9,2,2006,4476.91,3,"97 Rue D, Rabat",321097.0
Sisalem,191.89,3,2008,1397.03,6,"93 Rue F, Marrakech",
Sisalem,257.0,4,1993,4200.76,7,"17 Rue A, Béni Mellal",315476.0
Haycharaf,278.42,2,2000,2359.5,6,"3 Rue B, Agadir",230904.0
RiadSalam,291.07,2,2011,564.31,5,"45 Rue E, Béni Mellal",131113.0
Almassira1,257.38,3,1993,3796.4,4,"99 Rue F, Agadir",
Taqaddom,163.08,2,2006,3183.62,2,"7 Rue F, Tanger",257262.0
Almassira1,237.63,2,1997,2048.77,9,"55 Rue E, Fes",206642.0
Elhouda,187.52,4,2000,1766.96,7,"2 Rue D, Marrakech",192430.0
Haycharaf,150.93,4,2020,831.61,7,"38 Rue C, Marrakech",135286.0
Alatlas,268.17,2,2000,4736.42,4,"11 Rue D, Agadir",347304.0
Almassira1,107.69,2,2010,2722.93,5,"80 Rue B, Fes",226498.0
Alatlas,280.35,3,2019,884.86,6,"66 Rue B, Agadir",149289.0
Elkasba,192.3,3,1999,4409.06,2,"36 Rue A, Tanger",323742.0
Elkasba,227.44,2,2015,1754.75,4,"90 Rue B, Fes",188094.0
Almassira1,231.87,4,2016,1416.21,4,"55 Rue B, Marrakech",176112.0
Almassira1,279.02,2,1997,1764.22,4,"91 Rue A, Fes",192115.0
RiadSalam,227.33,2,1997,3040.57,7,"94 Rue E, Rabat",249086.0
Elhouda,222.79,4,1997,833.25,7,"24 Rue B, Rabat",138510.0
Elkasba,113.33,4,2005,2667.91,7,"81 Rue F, Agadir",226642.0
Elkasba,203.68,3,2002,4530.85,7,"30 Rue A, Agadir",322397.0
Taqaddom,130.03,3,2012,1346.77,2,"52 Rue A, Tanger",159276.0
Elkasba,247.49,3,2001,1990.35,5,"25 Rue B, Marrakech",200418.0
Elkasba,202.44,3,2016,2282.55,2,"3 Rue E, Agadir",210736.0
Taqaddom,236.05,4,2011,3137.99,5,"12 Rue A, Marrakech",256943.0
Elhouda,108.33,2,2021,4636.64,6,"53 Rue E, Tanger",323534.0
Sisalem,116.96,3,2016,2275.43,3,"90 Rue F, Agadir",196439.0
Haycharaf,243.26,3,1991,811.19,6,"29 Rue C, Marrakech",145210.0
Alatlas,114.42,4,2022,2065.78,5,"62 Rue A, Rabat",191212.0
Elhouda,114.25,4,2015,1355.38,4,"55 Rue F, Béni Mellal",
RiadSalam,102.42,2,2017,3432.99,9,"39 Rue A, Tanger",
Taqaddom,291.3,2,2008,631.68,8,"47 Rue C, Tanger",139519.0
RiadSalam,247.5,4,1994,1813.68,7,"92 Rue D, Agadir",197841.0
Sisalem,170.65,3,2022,2953.28,1,"41 Rue A, Agadir",243831.0
Alatlas,159.31,3,2009,1748.0,9,"6 Rue A, Béni Mellal",184144.0
Alatlas,169.94,3,2019,2979.48,9,"85 Rue F, Tanger",247380.0
Elkasba,254.93,2,1997,1016.21,6,"28 Rue C, Marrakech",
Almassira1,232.27,3,2006,4742.62,7,"36 Rue E, Béni Mellal",335900.0
Haycharaf,137.04,3,1990,1809.08,3,"56 Rue B, Tanger",187603.0
Almassira1,134.82,4,1992,4653.5,5,"63 Rue C, Tanger",324117.0
Taqaddom,119.68,3,2015,1966.26,7,"39 Rue A, Béni Mellal",191162.0
Elhouda,232.06,4,2020,4018.28,1,"86 Rue A, Fes",302579.0
Elkasba,252.87,3,1997,1607.84,1,"71 Rue B, Tanger",182029.0
Taqaddom,153.01,2,1997,3513.96,5,"47 Rue F, Tanger",272608.0
RiadSalam,104.19,3,2017,1956.72,9,"96 Rue E, Rabat",190533.0
Sisalem,116.43,3,1993,2791.22,7,"78 Rue C, Agadir",223836.0
RiadSalam,293.57,4,2005,3532.16,1,"84 Rue C, Agadir",284917.0
Taqaddom,159.09,4,2002,3149.97,5,"75 Rue D, Béni Mellal",258819.0
Sisalem,253.84,4,2009,3093.26,8,"14 Rue B, Fes",259206.0
Alatlas,224.93,3,1994,795.56,8,"96 Rue E, Béni Mellal",138934.0
RiadSalam,176.39,3,2009,1620.85,2,"6 Rue E, Fes",176512.0
Almassira1,141.14,2,2013,3073.28,7,"25 Rue B, Fes",245741.0
Taqaddom,124.28,3,2008,582.43,5,"58 Rue A, Béni Mellal",117715.0
Taqaddom,223.0,2,2006,1627.9,9,"70 Rue E, Tanger",181791.0
Almassira1,254.93,4,1994,1531.33,3,"39 Rue F, Marrakech",179233.0
Elhouda,228.78,4,2014,1624.35,1,"98 Rue B, Rabat",
Haycharaf,206.06,4,2007,2910.24,4,"93 Rue B, Béni Mellal",243350.0
Almassira1,108.39,2,1997,3118.82,7,"17 Rue B, Marrakech",252149.0
Alatlas,293.7,3,2016,4590.49,1,"71 Rue F, Tanger",334122.0
Alatlas,259.74,4,2004,2237.14,2,"98 Rue E, Tanger",216315.0
RiadSalam,158.56,3,2002,4669.61,5,"47 Rue D, Fes",326123.0
Alatlas,295.99,3,2005,3433.79,9,"92 Rue A, Marrakech",277648.0
Almassira1,220.38,4,2011,4606.97,1,"9 Rue D, Marrakech",330214.0
Elkasba,216.48,2,2009,4250.62,4,"68 Rue E, Béni Mellal",313376.0
Elhouda,249.61,3,2002,3594.12,3,"22 Rue E, Tanger",285095.0
Haycharaf,262.35,4,2009,2102.48,5,"90 Rue B, Tanger",208329.0
RiadSalam,231.3,3,1991,1585.0,5,"6 Rue E, Béni Mellal",175752.0
Alatlas,125.62,3,2008,1500.76,2,"89 Rue B, Fes",171158.0
Almassira1,167.65,3,1995,4784.78,5,"51 Rue D, Fes",
RiadSalam,285.62,3,2003,4813.58,9,"69 Rue E, Béni Mellal",346500.0
Taqaddom,144.92,3,1993,3761.74,5,"22 Rue D, Rabat",281550.0
Haycharaf,174.43,2,2011,4477.08,2,"50 Rue E, Marrakech",319976.0
Almassira1,186.42,2,2016,4635.48,7,"52 Rue E, Tanger",325496.0
Elkasba,187.88,4,1996,2802.0,6,"27 Rue B, Béni Mellal",240115.0
RiadSalam,222.59,2,1992,3330.77,7,"21 Rue E, Agadir",
Sisalem,288.62,2,2022,2384.4,8,"76 Rue F, Béni Mellal",229605.0
Sisalem,148.14,2,1991,2383.21,5,"66 Rue D, Rabat",216042.0
Haycharaf,124.3,3,2005,672.93,2,"91 Rue F, Rabat",
Elhouda,139.49,3,2014,2452.2,7,"34 Rue C, Agadir",215446.0
Sisalem,277.38,4,2004,3530.7,7,"38 Rue F, Tanger",282777.0
Elhouda,229.16,4,2013,2398.92,8,"71 Rue A, Agadir",219863.0
RiadSalam,157.18,4,2004,4425.84,7,"29 Rue A, Rabat",316534.0
RiadSalam,263.19,3,2020,1996.53,7,"31 Rue C, Béni Mellal",206836.0
Alatlas,272.27,2,2003,1097.07,9,"82 Rue B, Tanger",156833.0
Haycharaf,269.3,2,2003,4152.01,8,"18 Rue C, Béni Mellal",312145.0
Elkasba,283.79,3,1995,3532.77,2,"83 Rue B, Agadir",280933.0
Taqaddom,150.45,4,2003,1588.19,2,"69 Rue A, Béni Mellal",177069.0
Almassira1,251.01,4,2006,2914.03,7,"84 Rue C, Fes",246439.0
Sisalem,192.11,4,2007,2308.34,3,"78 Rue C, Tanger",215395.0
Elkasba,268.4,3,2009,4724.87,1,"11 Rue F, Rabat",340936.0
Alatlas,245.7,4,2006,3232.99,9,"34 Rue F, Agadir",
Almassira1,255.29,4,2005,1212.75,3,"53 Rue E, Tanger",166312.0
Haycharaf,231.23,3,2021,2759.67,1,"42 Rue A, Fes",238817.0
Almassira1,135.49,2,1998,4381.51,6,"2 Rue C, Agadir",311989.0
Taqaddom,209.01,3,2016,3521.74,4,"94 Rue C, Agadir",279356.0
Almassira1,296.93,3,2022,4291.03,1,"33 Rue A, Rabat",320159.0
Haycharaf,287.48,3,1999,1626.8,4,"85 Rue E, Béni Mellal",
Elkasba,108.63,3,2006,4497.58,8,"93 Rue F, Fes",
Taqaddom,132.96,2,2006,3900.25,7,"49 Rue F, Tanger",289160.0
Elhouda,126.35,4,2007,3780.11,1,"81 Rue F, Rabat",284931.0
Alatlas,245.2,3,2012,2059.43,9,"71 Rue B, Marrakech",205895.0
Almassira1,263.56,2,1997,4494.46,6,"29 Rue C, Tanger",330828.0
RiadSalam,142.7,4,2002,3370.91,2,"27 Rue E, Fes",265257.0
Sisalem,201.17,4,2012,4333.28,3,"97 Rue D, Agadir",310705.0
Almassira1,268.14,4,2009,2124.37,7,"58 Rue B, Fes",210221.0
Elhouda,246.56,3,2011,1155.43,3,"93 Rue D, Tanger",161974.0
Almassira1,208.45,3,2012,1995.52,3,"19 Rue D, Béni Mellal",202213.0
Haycharaf,218.07,4,1992,2548.69,5,"64 Rue B, Marrakech",
Elkasba,201.67,4,2022,2900.33,3,"24 Rue B, Agadir",248767.0
Elkasba,159.51,4,2006,2798.64,3,"73 Rue D, Fes",233455.0
RiadSalam,213.0,4,2008,2957.25,5,"24 Rue F, Tanger",244278.0
Alatlas,237.78,4,2019,4287.68,5,"3 Rue C, Agadir",319558.0
RiadSalam,274.66,4,2012,1265.46,9,"23 Rue D, Fes",168963.0
Alatlas,227.26,2,2004,1922.23,1,"78 Rue B, Béni Mellal",194452.0
Haycharaf,252.22,4,2003,4498.74,1,"19 Rue A, Marrakech",333312.0
Sisalem,132.01,3,1991,3022.06,9,"32 Rue D, Fes",245600.0
Alatlas,192.31,3,2007,3125.25,5,"52 Rue A, Fes",256339.0
Elkasba,101.87,3,1995,2651.28,4,"68 Rue B, Fes",
Elkasba,149.34,4,2021,2970.39,2,"97 Rue A, Rabat",242119.0
Elhouda,245.29,3,2010,1391.36,9,"13 Rue D, Marrakech",177019.0
Alatlas,298.36,2,2017,2960.9,6,"3 Rue A, Béni Mellal",257323.0
Haycharaf,119.84,4,2016,4987.28,9,"98 Rue F, Béni Mellal",339851.0
Elhouda,180.3,3,1991,3047.21,5,"17 Rue B, Béni Mellal",248742.0
Elhouda,260.01,2,2022,699.81,4,"35 Rue B, Fes",140221.0
Taqaddom,140.81,2,2005,4083.96,7,"77 Rue A, Béni Mellal",300949.0
Elkasba,211.02,3,2011,2284.14,5,"14 Rue E, Fes",210124.0
RiadSalam,246.61,2,2002,1191.54,8,"44 Rue F, Béni Mellal",157196.0
RiadSalam,223.2,3,1991,4381.34,8,"26 Rue B, Marrakech",317117.0
Haycharaf,137.6,2,2003,1390.88,2,"98 Rue E, Marrakech",162135.0
Alatlas,171.08,4,2017,4643.45,5,"21 Rue C, Tanger",331023.0
Elhouda,256.76,4,1996,2488.08,8,"62 Rue B, Agadir",226759.0
Elkasba,210.85,4,2007,3842.56,3,"8 Rue E, Fes",
Alatlas,101.05,4,1993,2961.48,7,"35 Rue F, Rabat",
Elhouda,252.2,4,2019,1654.82,3,"16 Rue A, Béni Mellal",181631.0
Alatlas,107.06,3,2013,3519.91,6,"14 Rue E, Tanger",266328.0
Taqaddom,249.15,4,2009,4810.61,2,"14 Rue E, Marrakech",351052.0
Alatlas,140.5,4,2020,3963.37,6,"19 Rue A, Agadir",290161.0
RiadSalam,291.61,4,2013,3218.08,6,"4 Rue B, Marrakech",265898.0
Sisalem,173.59,4,1996,4957.83,8,"50 Rue B, Tanger",345698.0
Alatlas,165.39,2,2015,1693.97,5,"84 Rue C, Agadir",179034.0
Taqaddom,129.78,4,2002,780.54,1,"88 Rue D, Fes",
Alatlas,161.12,4,1997,644.59,8,"92 Rue A, Marrakech",134816.0
Almassira1,275.33,3,1994,3698.1,9,"22 Rue A, Agadir",290404.0
Taqaddom,299.27,2,2002,4236.05,1,"14 Rue C, Tanger",327270.0
Sisalem,173.66,3,2018,3357.95,5,"10 Rue E, Tanger",263423.0
Almassira1,189.72,4,2009,4572.62,6,"16 Rue C, Béni Mellal",326243.0
Taqaddom,244.41,3,2003,3640.89,4,"6 Rue E, Agadir",
Elkasba,277.24,3,2021,2169.3,2,"23 Rue D, Rabat",
Elhouda,218.61,4,2016,1315.66,5,"43 Rue E, Agadir",166012.0
Taqaddom,178.31,2,2014,4660.91,4,"87 Rue D, Agadir",331285.0
Sisalem,182.52,2,1993,966.19,7,"86 Rue F, Tanger",141258.0
Haycharaf,239.12,3,2010,2943.45,6,"80 Rue C, Tanger",248126.0
Elhouda,100.64,4,2007,1913.04,3,"14 Rue C, Marrakech",
Taqaddom,223.92,3,2004,1721.37,9,"85 Rue C, Tanger",
Elhouda,171.1,3,2013,3406.26,4,"92 Rue A, Béni Mellal",267067.0
Alatlas,258.84,3,1997,1540.57,5,"20 Rue F, Agadir",181090.0
Taqaddom,118.6,4,2017,4623.64,3,"41 Rue B, Marrakech",
Almassira1,217.64,4,2010,2327.2,8,"58 Rue F, Marrakech",211894.0
Sisalem,196.19,2,2005,3548.19,7,"9 Rue A, Rabat",280628.0
RiadSalam,228.47,4,2005,3774.9,7,"55 Rue F, Tanger",287462.0
RiadSalam,112.97,3,2006,3573.24,8,"19 Rue A, Tanger",
Sisalem,216.0,3,1998,4565.3,7,"17 Rue B, Marrakech",327584.0
Haycharaf,212.3,2,2018,1540.09,3,"46 Rue C, Marrakech",175337.0
Sisalem,212.13,4,2007,887.25,3,"55 Rue D, Fes",147395.0
Alatlas,220.7,3,2001,749.6,2,"53 Rue E, Fes",134187.0
Sisalem,235.29,2,2008,4450.3,1,"43 Rue B, Fes",320924.0
Sisalem,261.0,2,2011,4879.79,5,"32 Rue D, Marrakech",348832.0
Elhouda,153.96,3,2004,1861.37,4,"71 Rue D, Rabat",188132.0
RiadSalam,265.01,3,1990,3620.81,2,"69 Rue D, Rabat",287335.0
Haycharaf,199.65,4,1991,540.11,1,"69 Rue B, Marrakech",127194.0
Elhouda,115.41,2,1997,1348.84,3,"11 Rue E, Fes",157841.0
RiadSalam,111.71,3,2011,3601.73,6,"54 Rue E, Rabat",271479.0
Sisalem,166.85,2,2014,796.49,2,"89 Rue F, Agadir",135255.0
RiadSalam,256.98,4,1991,2608.3,7,"90 Rue A, Agadir",
Elkasba,241.54,3,1998,3481.62,7,"47 Rue A, Agadir",273428.0
Taqaddom,257.72,4,1998,3946.81,3,"3 Rue C, Rabat",
Taqaddom,203.45,2,2002,2542.17,1,"61 Rue B, Béni Mellal",228048.0
Almassira1,188.04,4,1995,3336.28,9,"8 Rue C, Tanger",267698.0
Alatlas,129.49,4,2019,2928.09,5,"18 Rue C, Marrakech",237445.0
Sisalem,165.64,2,2004,735.38,2,"19 Rue E, Marrakech",129215.0
Sisalem,186.8,4,2004,3842.62,8,"32 Rue B, Agadir",286159.0
Elkasba,117.72,2,1996,1275.63,4,"8 Rue F, Agadir",153577.0
Elkasba,144.12,3,2000,643.12,7,"16 Rue F, Fes",126524.0
Alatlas,219.65,2,1991,2530.26,5,"19 Rue D, Fes",224945.0
Haycharaf,247.13,2,1999,4395.37,3,"4 Rue F, Marrakech",
RiadSalam,299.67,3,2006,1178.73,8,"48 Rue A, Fes",
Almassira1,286.62,2,1996,557.86,2,"14 Rue F, Rabat",135647.0
Elkasba,228.51,3,1993,994.91,1,"10 Rue D, Rabat",150808.0
Elhouda,184.25,3,2020,2136.47,5,"21 Rue A, Agadir",199685.0
Taqaddom,227.24,2,2014,3110.77,4,"47 Rue B, Béni Mellal",253491.0
Sisalem,257.13,4,2002,1368.55,7,"32 Rue A, Béni Mellal",175851.0
Taqaddom,123.67,4,2007,4108.84,9,"73 Rue D, Agadir",294871.0
Elkasba,181.98,3,2010,3889.84,6,"98 Rue B, Marrakech",294411.0
Elkasba,267.96,4,1990,3631.39,1,"96 Rue B, Fes",286095.0
Elhouda,176.77,4,1997,2693.61,8,"68 Rue F, Tanger",228296.0
Elhouda,214.37,2,2010,2143.48,2,"61 Rue D, Fes",209406.0
Taqaddom,217.55,3,2010,2190.14,4,"44 Rue D, Fes",208538.0
Alatlas,136.9,3,2016,2763.82,3,"89 Rue A, Tanger",232042.0
Taqaddom,172.45,2,2008,847.92,6,"15 Rue B, Béni Mellal",138097.0
Elkasba,166.9,4,2012,3570.37,2,"83 Rue A, Rabat",266387.0
Taqaddom,105.24,3,1994,2081.78,5,"97 Rue B, Rabat",195877.0
Sisalem,104.84,4,1997,1511.41,9,"21 Rue A, Marrakech",
Alatlas,266.34,3,2000,1752.47,3,"55 Rue F, Marrakech",
Elkasba,154.61,3,2005,1311.32,2,"71 Rue F, Tanger",161993.0
Elkasba,203.62,3,2013,4557.06,2,"74 Rue E, Tanger",324469.0
Taqaddom,159.75,3,2010,1260.67,9,"91 Rue B, Marrakech",155992.0
RiadSalam,288.14,4,2012,4473.17,6,"21 Rue C, Béni Mellal",331470.0
Almassira1,151.86,4,1997,3075.1,2,"67 Rue D, Agadir",
Elkasba,185.93,4,1996,4403.53,3,"96 Rue B, Marrakech",316893.0
Haycharaf,274.55,4,1991,2633.29,1,"80 Rue A, Agadir",233627.0
Haycharaf,268.39,2,2019,4674.35,2,"51 Rue B, Fes",335069.0
Elkasba,137.22,3,2002,1451.71,2,"72 Rue E, Béni Mellal",166023.0
Almassira1,260.53,3,2012,2996.11,2,"89 Rue D, Marrakech",254769.0
RiadSalam,191.64,3,2018,1066.27,7,"41 Rue F, Fes",151974.0
Elkasba,196.59,2,2009,2512.49,3,"52 Rue D, Agadir",223146.0
Sisalem,126.7,4,2022,3064.57,4,"7 Rue C, Fes",243981.0
Almassira1,116.12,3,2018,3225.54,2,"55 Rue B, Tanger",249589.0
Almassira1,245.59,4,2004,2144.88,5,"14 Rue A, Béni Mellal",206776.0
Taqaddom,199.29,4,2012,843.51,9,"47 Rue E, Tanger",139610.0
RiadSalam,187.37,2,1992,3448.97,9,"4 Rue B, Tanger",272696.0
Sisalem,245.9,2,2018,2697.94,7,"21 Rue E, Béni Mellal",238981.0
Alatlas,253.1,4,1997,1115.95,8,"9 Rue B, Rabat",160317.0
Taqaddom,131.78,3,2011,4711.44,5,"2 Rue C, Agadir",324640.0
Haycharaf,222.05,3,2018,4800.51,5,"71 Rue B, Fes",341822.0
Sisalem,127.07,2,1991,4354.73,3,"5 Rue B, Tanger",310164.0
Haycharaf,250.28,2,1990,4297.41,6,"11 Rue E, Rabat",322243.0
Sisalem,231.39,2,2009,944.02,1,"6 Rue E, Marrakech",148570.0
Sisalem,291.32,2,2010,4970.39,3,"6 Rue A, Tanger",354297.0
RiadSalam,113.79,2,1997,2301.71,2,"12 Rue C, Béni Mellal",203197.0
Almassira1,111.41,2,2016,1234.05,7,"46 Rue C, Marrakech",153089.0
Sisalem,156.44,2,1995,4154.46,9,"65 Rue B, Tanger",301658.0
RiadSalam,152.34,3,2008,1515.79,4,"97 Rue D, Fes",173672.0
Alatlas,149.4,2,2007,2867.79,7,"46 Rue B, Fes",240361.0
Elkasba,281.25,2,1990,1076.07,8,"87 Rue A, Tanger",156321.0
Elkasba,149.91,3,2014,2635.91,2,"53 Rue F, Rabat",226166.0
Almassira1,154.39,3,2016,3011.64,7,"13 Rue E, Agadir",253095.0
RiadSalam,251.88,4,1996,2506.66,3,"4 Rue E, Marrakech",
Alatlas,189.95,2,2018,812.69,8,"62 Rue E, Béni Mellal",138480.0
Taqaddom,255.34,2,2020,2682.23,6,"38 Rue B, Agadir",240640.0
Sisalem,113.07,2,2008,2610.24,3,"88 Rue D, Béni Mellal",
Sisalem,197.51,2,1995,1677.29,8,"81 Rue A, Fes",181064.0
RiadSalam,106.72,4,2014,4647.21,3,"30 Rue B, Fes",321646.0
Sisalem,112.53,3,2020,2380.07,9,"84 Rue B, Fes",207475.0
Elkasba,281.29,3,1998,4388.52,3,"21 Rue E, Rabat",324590.0
Almassira1,127.85,2,2009,993.49,1,"94 Rue E, Fes",144859.0
Elkasba,206.48,2,1999,1934.95,2,"67 Rue C, Marrakech",191765.0
Haycharaf,182.22,2,2016,1293.49,4,"17 Rue C, Tanger",162904.0
Elhouda,169.47,4,2002,2337.85,2,"47 Rue E, Marrakech",215942.0
Alatlas,279.97,4,1991,1002.37,4,"6 Rue F, Fes",155474.0
Haycharaf,104.36,3,2010,2484.66,4,"50 Rue B, Agadir",213247.0
Elhouda,232.76,2,2022,2092.42,4,"79 Rue E, Béni Mellal",208862.0
Elkasba,292.68,2,2013,1504.92,1,"20 Rue E, Fes",179646.0
Taqaddom,212.03,2,1998,3389.81,9,"64 Rue A, Béni Mellal",270399.0
Almassira1,287.36,2,1991,4779.1,7,"19 Rue C, Rabat",344498.0
Sisalem,110.45,4,2019,1432.01,2,"12 Rue D, Béni Mellal",162969.0
Taqaddom,183.76,3,2011,3703.06,3,"59 Rue C, Agadir",287596.0
Elhouda,152.03,3,2000,3840.71,8,"38 Rue B, Béni Mellal",289872.0
Elkasba,246.16,4,2006,2741.54,7,"36 Rue E, Tanger",244646.0
Elkasba,296.26,2,2002,4539.51,4,"46 Rue A, Béni Mellal",331655.0
Alatlas,151.31,3,1996,4848.76,4,"23 Rue F, Marrakech",333316.0
Elkasba,230.83,3,2005,2130.11,9,"34 Rue D, Tanger",209615.0
Haycharaf,139.62,4,2022,3429.65,5,"98 Rue D, Fes",
Almassira1,213.07,2,1990,3479.96,5,"18 Rue A, Rabat",267285.0
Taqaddom,192.79,3,2000,2316.36,7,"63 Rue A, Tanger",214817.0
Elkasba,294.4,2,1995,1925.56,1,"37 Rue D, Marrakech",208956.0
Elkasba,221.71,3,2009,4701.85,3,"80 Rue F, Agadir",341533.0
Elhouda,169.9,4,2015,4054.92,2,"57 Rue C, Rabat",297018.0
Alatlas,122.82,2,2001,1015.09,6,"80 Rue C, Tanger",144471.0
Elkasba,130.25,4,2019,1039.48,6,"11 Rue F, Marrakech",142469.0
Elkasba,145.06,3,2017,4651.44,1,"65 Rue D, Tanger",326355.0
Sisalem,150.19,4,2016,866.34,6,"88 Rue A, Rabat",135693.0
Elkasba,270.12,4,2008,3597.9,2,"83 Rue A, Fes",281499.0
Haycharaf,212.24,4,1994,1520.41,4,"32 Rue F, Rabat",178112.0
Almassira1,204.68,3,1994,658.33,6,"2 Rue B, Béni Mellal",132542.0
Sisalem,122.95,2,2016,768.37,3,"38 Rue D, Agadir",131796.0
Alatlas,272.03,4,2017,2180.85,3,"73 Rue D, Béni Mellal",
Haycharaf,244.56,2,2015,849.15,3,"29 Rue D, Marrakech",146000.0
Almassira1,113.53,3,2016,3184.88,4,"86 Rue A, Tanger",247474.0
Almassira1,241.57,2,2010,3412.65,9,"60 Rue D, Fes",
Haycharaf,208.71,4,1990,2180.61,4,"69 Rue D, Béni Mellal",207341.0
Alatlas,116.35,4,2017,3842.95,4,"11 Rue B, Fes",283305.0
Alatlas,191.66,4,2004,2705.19,4,"14 Rue D, Marrakech",230418.0
Elhouda,196.94,4,2006,2436.03,7,"26 Rue D, Tanger",215977.0
Alatlas,133.15,4,2015,2331.45,5,"9 Rue C, Tanger",208084.0
Haycharaf,289.14,4,2009,2439.98,2,"78 Rue D, Agadir",230498.0
Elkasba,270.0,3,2014,4855.49,7,"90 Rue F, Marrakech",348061.0
Haycharaf,233.8,3,2002,3566.33,3,"15 Rue C, Marrakech",285223.0
Haycharaf,192.46,3,2022,1918.44,1,"5 Rue E, Agadir",194262.0
Sisalem,182.35,2,2014,3802.37,9,"61 Rue B, Fes",288315.0
Taqaddom,230.19,2,1997,1986.2,5,"28 Rue C, Rabat",200397.0
Elkasba,209.09,3,1994,1065.72,1,"5 Rue E, Marrakech",149011.0
RiadSalam,112.45,2,1995,2639.12,1,"8 Rue C, Marrakech",222052.0
Taqaddom,202.5,2,2012,3879.61,1,"61 Rue B, Béni Mellal",
Almassira1,261.28,4,2019,2199.47,9,"28 Rue A, Fes",214873.0
Sisalem,191.85,4,2003,4411.28,8,"55 Rue C, Tanger",313451.0
Almassira1,110.39,2,2012,2241.29,6,"82 Rue B, Béni Mellal",202761.0
RiadSalam,257.26,2,2000,2074.28,6,"19 Rue A, Tanger",207802.0
Elkasba,140.27,3,2020,4992.1,6,"52 Rue A, Tanger",344275.0
Haycharaf,151.72,2,1995,2671.12,4,"92 Rue D, Marrakech",223097.0
Elkasba,132.94,4,2000,4123.5,5,"68 Rue B, Fes",300212.0
Sisalem,166.04,2,2002,4122.45,3,"34 Rue B, Béni Mellal",303463.0
